50,1852,3,14,2.5,Business Finance
100,4661,187,20,1,Business Finance
50,989,9,11,1,Business Finance
20,5841,16,28,1.5,Business Finance
200,1087,14,61,9.5,Business Finance
200,611,4,26,1,Business Finance
60,1922,149,15,20,Business Finance
150,9015,65,23,2.5,Business Finance
20,661,4,12,1,Business Finance
105,1077,110,55,6,Business Finance
20,6050,140,17,1.5,Business Finance
150,3523,46,45,4,Business Finance
0,56659,4397,16,1.5,Business Finance
100,1444,101,59,5,Business Finance
60,2900,424,36,2.5,Business Finance
200,1437,96,34,2.5,Business Finance
200,453,42,33,3,Business Finance
20,2437,12,23,1.5,Business Finance
30,5057,142,13,1,Business Finance
95,6092,25,29,1.5,Business Finance
95,4530,13,31,1.5,Business Finance
60,6967,16,34,1,Business Finance
20,727,11,25,3,Business Finance
20,1560,43,25,3,Business Finance
200,1047,9,46,3.5,Business Finance
125,1045,2,17,1,Business Finance
200,3050,86,22,2,Business Finance
200,2988,21,43,4.5,Business Finance
35,2623,158,20,1,Business Finance
200,1924,351,544,46.5,Business Finance
200,3804,267,66,5,Business Finance
120,4133,15,36,4,Business Finance
195,1420,70,29,2.5,Business Finance
125,1120,6,43,3,Business Finance
200,668,12,22,1,Business Finance
25,4086,31,14,1.5,Business Finance
200,1033,10,29,2,Business Finance
20,832,34,34,1.5,Business Finance
195,677,45,40,4.5,Business Finance
20,3125,54,13,2,Business Finance
50,1081,6,21,1.5,Business Finance
200,1645,25,42,2,Business Finance
120,3348,352,13,3,Business Finance
200,939,7,19,1.5,Business Finance
200,2115,59,88,5.5,Business Finance
45,2230,102,10,1.5,Business Finance
50,2053,234,44,5.5,Business Finance
80,1793,265,54,10,Business Finance
0,3775,138,11,2,Business Finance
200,521,67,24,3,Business Finance
20,2222,9,12,0.7,Business Finance
50,1097,252,10,1,Business Finance
200,2506,21,76,6,Business Finance
120,975,23,23,1,Business Finance
145,1398,15,26,1.5,Business Finance
195,1096,24,24,1.5,Business Finance
200,1703,59,25,2,Business Finance
45,1446,23,27,5,Business Finance
20,2736,3,8,1.5,Business Finance
200,2000,31,34,4.5,Business Finance
75,853,45,48,4.5,Business Finance
20,3094,2,22,3.5,Business Finance
0,4077,281,20,1.5,Business Finance
20,4117,54,5,1,Business Finance
20,1369,17,31,1.5,Business Finance
150,1224,42,14,0.55,Business Finance
20,3870,12,90,9,Business Finance
200,897,22,21,2,Business Finance
45,1311,36,5,1,Business Finance
60,1338,139,7,1,Business Finance
20,1589,26,42,1.5,Business Finance
20,1189,12,15,1.5,Business Finance
50,701,12,37,5.5,Business Finance
50,1105,3,54,6,Business Finance
50,123,16,35,2,Business Finance
0,5874,207,9,2,Business Finance
50,354,32,49,7,Business Finance
60,727,64,9,1,Business Finance
0,3465,161,24,2,Business Finance
60,54,4,6,0.716666667,Business Finance
40,627,15,15,1.5,Business Finance
45,650,107,97,10,Business Finance
0,965,0,18,1.5,Business Finance
200,1113,6,8,1,Business Finance
95,739,28,45,2,Business Finance
20,1201,12,18,1.5,Business Finance
50,2474,6,128,17.5,Business Finance
200,494,16,19,1,Business Finance
95,1580,26,14,1,Business Finance
40,617,44,55,4.5,Business Finance
20,2235,3,9,1,Business Finance
20,2293,9,28,2,Business Finance
200,1094,8,13,2,Business Finance
20,1449,29,23,1.5,Business Finance
20,3251,10,59,12,Business Finance
60,607,55,16,2,Business Finance
75,1218,30,63,3.5,Business Finance
20,1132,33,18,1,Business Finance
20,656,17,20,1.5,Business Finance
20,3339,4,11,1.5,Business Finance
200,1271,23,7,1.5,Business Finance
20,1574,24,46,2,Business Finance
20,1393,27,21,2,Business Finance
20,1029,13,7,0.683333333,Business Finance
30,843,54,34,3,Business Finance
95,1730,12,12,1.5,Business Finance
50,1182,110,22,4,Business Finance
65,1160,117,24,2.5,Business Finance
95,1730,18,53,2,Business Finance
50,1260,80,38,4,Business Finance
95,871,79,59,2,Business Finance
50,1566,48,25,2.5,Business Finance
105,2987,23,19,2,Business Finance
120,973,15,28,2.5,Business Finance
40,2177,31,38,5,Business Finance
35,1772,19,15,3.5,Business Finance
20,1850,40,20,1,Business Finance
0,1780,32,9,1,Business Finance
0,4607,181,11,0.533333333,Business Finance
50,12,1,38,4,Business Finance
20,13,1,9,1,Business Finance
200,2,1,16,1,Business Finance
0,2571,32,23,4.5,Business Finance
125,8,1,19,2.5,Business Finance
35,7,1,19,1,Business Finance
20,217,0,47,2.5,Business Finance
75,22,5,45,4.5,Business Finance
50,131,2,38,3,Business Finance
30,5,2,15,2,Business Finance
50,116,10,51,24,Business Finance
100,27,6,235,19.5,Business Finance
150,912,12,37,3,Business Finance
20,1964,47,15,1.5,Business Finance
200,1033,2,31,1.5,Business Finance
95,913,117,48,2,Business Finance
200,2092,77,52,3.5,Business Finance
95,2240,185,44,2.5,Business Finance
30,4601,38,14,4,Business Finance
25,2953,20,211,20.5,Business Finance
125,1091,4,29,3,Business Finance
35,1459,11,26,1,Business Finance
30,4855,64,24,4,Business Finance
50,4034,8,40,3,Business Finance
200,57,22,19,3,Business Finance
35,26,9,42,2,Business Finance
25,14,4,15,2.5,Business Finance
50,49,3,23,3,Business Finance
20,11,2,10,0.5,Business Finance
20,9,3,17,0.716666667,Business Finance
20,91,7,30,2,Business Finance
20,44,6,55,10,Business Finance
125,106,11,100,20.5,Business Finance
0,2079,258,25,2,Business Finance
20,135,5,12,1.5,Business Finance
20,31,11,20,10.5,Business Finance
60,217,7,16,1,Business Finance
60,611,57,13,1.5,Business Finance
0,5007,41,19,3,Business Finance
50,1168,5,26,5.5,Business Finance
0,4653,395,5,0.516666667,Business Finance
0,3035,12,14,1.5,Business Finance
60,454,52,15,2,Business Finance
60,325,14,62,5,Business Finance
115,228,49,43,4.5,Business Finance
25,562,11,15,1,Business Finance
120,577,45,82,6.5,Business Finance
0,10540,799,14,1.5,Business Finance
150,912,27,81,2.5,Business Finance
0,2955,43,30,2,Business Finance
50,190,13,45,6,Business Finance
0,1736,36,11,0.6,Business Finance
35,1135,10,16,1.5,Business Finance
20,2101,51,11,2,Business Finance
200,1048,11,16,1.5,Business Finance
20,1740,5,8,1,Business Finance
20,1749,41,21,1,Business Finance
80,1187,6,6,0.7,Business Finance
70,1263,21,18,1.5,Business Finance
50,115,6,31,4,Business Finance
20,43,17,39,3,Business Finance
75,55,2,27,5.5,Business Finance
90,18,7,97,7,Business Finance
40,14,5,11,1,Business Finance
30,47,9,22,2,Business Finance
200,134,14,123,5.5,Business Finance
20,153,8,14,1.5,Business Finance
75,47,5,27,2.5,Business Finance
25,42,14,11,0.683333333,Business Finance
20,120,18,21,2,Business Finance
20,68,10,23,0.5,Business Finance
50,844,33,40,2,Business Finance
20,2045,3,10,2,Business Finance
20,1168,38,11,0.683333333,Business Finance
25,2342,9,33,3.5,Business Finance
20,2268,4,47,5.5,Business Finance
50,967,16,43,8,Business Finance
200,1185,10,33,2.5,Business Finance
200,631,49,21,2,Business Finance
60,968,81,10,2,Business Finance
180,1132,70,332,29,Business Finance
50,114,1,22,4,Business Finance
200,204,23,9,1.5,Business Finance
30,1548,24,34,3,Business Finance
50,409,35,46,8,Business Finance
40,1169,7,15,3,Business Finance
50,249,14,39,2.5,Business Finance
20,690,17,21,1,Business Finance
150,1340,4,272,26,Business Finance
95,274,41,18,1.5,Business Finance
0,4863,202,6,1.5,Business Finance
20,1923,4,31,2.5,Business Finance
200,224,35,16,1.5,Business Finance
20,721,12,29,3,Business Finance
60,51,2,6,0.7,Business Finance
195,1276,46,61,6,Business Finance
0,2768,83,10,1,Business Finance
0,1735,31,19,2.5,Business Finance
0,8985,584,12,1,Business Finance
45,1119,22,18,1,Business Finance
100,2591,44,69,10,Business Finance
20,1046,17,12,1,Business Finance
20,2239,4,7,1,Business Finance
200,1882,51,129,11,Business Finance
0,5931,158,15,3.5,Business Finance
0,4931,154,7,0.533333333,Business Finance
180,3056,9,316,24.5,Business Finance
75,1303,21,44,3,Business Finance
25,2924,6,11,1.5,Business Finance
50,1405,14,27,2,Business Finance
0,1121,12,6,1,Business Finance
95,1776,14,29,2.5,Business Finance
40,1643,18,19,2,Business Finance
100,801,48,25,2.5,Business Finance
145,951,25,62,6,Business Finance
30,1278,33,23,0.716666667,Business Finance
50,1184,15,37,6,Business Finance
20,1115,8,8,1,Business Finance
20,1086,27,28,2,Business Finance
20,3730,11,17,2.5,Business Finance
95,810,27,61,2.5,Business Finance
90,2338,224,5,1.5,Business Finance
20,3403,29,70,8,Business Finance
75,4695,7,20,1,Business Finance
0,17847,1440,17,1,Business Finance
50,2692,25,25,1.5,Business Finance
20,6374,21,14,1,Business Finance
145,2305,19,30,1.5,Business Finance
100,589,31,138,10,Business Finance
60,22,0,8,1,Business Finance
45,2490,95,13,3,Business Finance
200,2715,70,20,4,Business Finance
200,1506,12,12,1,Business Finance
150,2197,4,105,5.5,Business Finance
200,338,32,66,3.5,Business Finance
25,1076,22,176,5,Business Finance
20,2769,54,32,1.5,Business Finance
25,1531,6,7,0.583333333,Business Finance
125,1136,12,13,1,Business Finance
50,2187,218,91,13,Business Finance
20,1609,137,18,1,Business Finance
20,2895,56,14,1,Business Finance
200,1023,8,29,2.5,Business Finance
150,1988,137,27,1.5,Business Finance
200,1053,20,15,0.733333333,Business Finance
20,4497,281,11,1,Business Finance
160,2379,33,44,3.5,Business Finance
200,993,19,16,1,Business Finance
30,10338,52,41,2.5,Business Finance
20,1423,103,37,1.5,Business Finance
40,3555,89,11,1.5,Business Finance
50,567,40,53,7.5,Business Finance
200,1085,17,48,6,Business Finance
200,7159,61,18,2,Business Finance
100,11517,92,21,1.5,Business Finance
50,1,0,12,2,Business Finance
20,10,1,5,0.6,Business Finance
50,41,1,55,7.5,Business Finance
200,8,0,8,1.5,Business Finance
50,43,0,25,4,Business Finance
30,23,1,19,1,Business Finance
20,9,0,6,1,Business Finance
20,25,1,108,3.5,Business Finance
25,7,0,12,1,Business Finance
45,12,1,9,0.716666667,Business Finance
200,1,0,6,0.566666667,Business Finance
50,29,2,7,2,Business Finance
40,17,6,26,3.5,Business Finance
25,132,3,14,1.5,Business Finance
20,126,2,5,1,Business Finance
60,32,6,15,1.5,Business Finance
20,480,3,21,1,Business Finance
20,27,4,15,1.5,Business Finance
20,167,6,29,1.5,Business Finance
20,131,3,28,1.5,Business Finance
0,927,8,14,1,Business Finance
20,37,2,43,2.5,Business Finance
40,19,11,22,2,Business Finance
30,43,6,17,1.5,Business Finance
30,751,1,61,3,Business Finance
35,49,10,42,2,Business Finance
20,45,4,6,1,Business Finance
0,1685,29,16,2,Business Finance
0,4269,60,17,4.5,Business Finance
30,124,7,12,1,Business Finance
200,811,5,29,1.5,Business Finance
50,956,4,21,5.5,Business Finance
190,126,20,47,12.5,Business Finance
95,26,4,5,1,Business Finance
35,91,6,36,2,Business Finance
30,30,5,9,1,Business Finance
195,226,26,26,3.5,Business Finance
60,52,3,9,1,Business Finance
195,89,7,64,12.5,Business Finance
200,267,11,21,2,Business Finance
0,4770,64,31,6.5,Business Finance
20,265,16,17,1,Business Finance
20,2046,9,72,5.5,Business Finance
20,605,19,4,0.316666667,Business Finance
50,472,34,23,5.5,Business Finance
50,388,56,35,11.5,Business Finance
80,98,35,69,8,Business Finance
25,1888,6,11,1,Business Finance
20,0,0,20,0.616666667,Business Finance
20,0,0,27,1.5,Business Finance
20,0,0,7,2.5,Business Finance
50,0,0,9,2,Business Finance
50,0,0,9,2,Business Finance
50,0,0,9,2,Business Finance
20,0,0,15,3.5,Business Finance
50,0,0,11,2,Business Finance
95,0,0,5,1,Business Finance
100,0,0,16,1,Business Finance
40,0,0,35,5.5,Business Finance
40,0,0,18,2,Business Finance
50,495,47,21,4,Business Finance
55,375,10,19,1,Business Finance
0,1730,34,11,0.666666667,Business Finance
20,283,13,35,2.5,Business Finance
95,136,14,25,4.5,Business Finance
200,23,2,30,3,Business Finance
55,683,16,58,4.5,Business Finance
50,618,10,19,2,Business Finance
25,188,10,20,1.5,Business Finance
20,911,2,18,1.5,Business Finance
20,512,13,15,0.666666667,Business Finance
50,769,10,18,2,Business Finance
95,302,6,19,2,Business Finance
40,149,2,63,6.5,Business Finance
55,72,9,15,3.5,Business Finance
50,33,4,26,1,Business Finance
50,13,1,9,2,Business Finance
20,79,1,58,6,Business Finance
20,139,3,6,1.5,Business Finance
0,2247,53,29,4,Business Finance
125,17,2,14,1.5,Business Finance
50,45,1,72,8,Business Finance
50,33,4,40,4.5,Business Finance
120,54,11,12,0.6,Business Finance
200,1498,30,23,2,Business Finance
20,2317,44,22,2,Business Finance
0,5077,256,16,1.5,Business Finance
0,65576,936,24,8,Business Finance
95,1202,76,64,3.5,Business Finance
0,22344,712,26,3.5,Business Finance
20,2189,4,16,1.5,Business Finance
165,431,58,22,2.5,Business Finance
200,1199,37,79,18,Business Finance
25,5685,5,12,3.5,Business Finance
195,1512,23,19,1.5,Business Finance
200,1806,38,211,19.5,Business Finance
20,668,10,11,0.566666667,Business Finance
0,3757,70,14,0.616666667,Business Finance
20,828,1,20,1,Business Finance
40,111,20,11,1,Business Finance
95,39,6,28,1,Business Finance
195,613,33,142,24.5,Business Finance
95,57,13,14,1.5,Business Finance
20,246,8,24,1.5,Business Finance
35,83,8,21,1,Business Finance
195,62,6,27,6.5,Business Finance
200,31,8,34,5.5,Business Finance
105,367,11,24,7.5,Business Finance
20,3,0,8,1.5,Business Finance
30,3,0,12,1.5,Business Finance
20,2,0,12,1,Business Finance
20,3,0,6,0.566666667,Business Finance
20,1,0,27,2,Business Finance
30,1,0,21,2.5,Business Finance
20,2,0,28,2.5,Business Finance
20,1,0,43,1,Business Finance
40,2,0,11,1,Business Finance
105,1,0,25,1.5,Business Finance
20,1,1,12,0.566666667,Business Finance
100,0,0,10,0.716666667,Business Finance
20,731,2,8,1,Business Finance
200,66,12,19,2,Business Finance
95,51,9,15,0.533333333,Business Finance
180,507,36,395,33,Business Finance
100,9,1,19,3,Business Finance
150,375,15,194,24.5,Business Finance
50,80,18,63,7.5,Business Finance
200,152,7,30,3,Business Finance
60,37,15,12,1,Business Finance
20,194,24,19,3.5,Business Finance
25,1184,2,7,1.5,Business Finance
95,638,25,36,5,Business Finance
20,64,15,14,1,Business Finance
200,44,4,12,0.533333333,Business Finance
50,814,9,5,1,Business Finance
50,211,9,27,5,Business Finance
20,768,23,54,10.5,Business Finance
20,29,9,32,2,Business Finance
50,156,16,41,7,Business Finance
0,2144,47,20,1,Business Finance
50,376,29,21,3.5,Business Finance
75,214,20,88,9,Business Finance
50,406,13,15,2.5,Business Finance
50,394,25,18,3,Business Finance
75,438,10,22,1.5,Business Finance
20,56,8,18,2,Business Finance
195,58,8,14,1,Business Finance
50,1047,3,20,4.5,Business Finance
55,166,17,16,1.5,Business Finance
20,605,3,14,1,Business Finance
50,38,9,25,2.5,Business Finance
100,46,11,24,2.5,Business Finance
40,217,7,27,1.5,Business Finance
40,78,22,25,2.5,Business Finance
30,35,4,35,1.5,Business Finance
50,80,10,13,2.5,Business Finance
190,1941,128,527,71.5,Business Finance
195,1367,33,74,7,Business Finance
50,1519,40,46,3.5,Business Finance
40,2025,34,9,1,Business Finance
100,1213,12,25,6.5,Business Finance
20,1092,48,13,1,Business Finance
20,5099,2,15,3,Business Finance
200,869,135,11,2,Business Finance
60,59,8,7,0.583333333,Business Finance
0,10670,444,15,1,Business Finance
95,1741,85,84,7,Business Finance
0,19614,635,14,1.5,Business Finance
20,4,0,14,3.5,Business Finance
50,1,0,9,1.5,Business Finance
25,4,0,12,1,Business Finance
95,4,0,20,2,Business Finance
50,8,1,8,1,Business Finance
50,8,2,14,2,Business Finance
50,11,0,57,3,Business Finance
20,18,0,33,0.616666667,Business Finance
20,16,0,22,1.5,Business Finance
20,6,0,23,2.5,Business Finance
55,4,0,21,1,Business Finance
20,1,0,13,3,Business Finance
20,210,1,12,1.5,Business Finance
20,4,1,14,1,Business Finance
200,273,4,15,0.516666667,Business Finance
20,237,1,17,1.5,Business Finance
0,368,3,69,20.5,Business Finance
50,86,7,87,47,Business Finance
40,204,1,18,3,Business Finance
20,570,2,21,2,Business Finance
20,225,1,5,1,Business Finance
20,37,7,15,1,Business Finance
200,36,2,24,4,Business Finance
100,218,5,66,14.5,Business Finance
20,50,18,13,1.5,Business Finance
25,148,3,15,1.5,Business Finance
80,74,4,20,3.5,Business Finance
20,260,18,17,1.5,Business Finance
95,299,5,65,2.5,Business Finance
70,4,3,13,2,Business Finance
20,65,3,15,1.5,Business Finance
25,101,25,18,5,Business Finance
40,92,15,19,1.5,Business Finance
20,76,14,21,2,Business Finance
20,14,4,14,0.616666667,Business Finance
45,18,3,18,3.5,Business Finance
20,21,1,28,3,Business Finance
20,18,2,11,1,Business Finance
25,21,3,8,1.5,Business Finance
20,49,10,13,2,Business Finance
20,168,2,21,3,Business Finance
50,16,1,48,3.5,Business Finance
20,2,1,7,0.566666667,Business Finance
200,336,6,13,0.683333333,Business Finance
20,20,1,9,1,Business Finance
20,28,1,8,1,Business Finance
150,11,1,15,0.65,Business Finance
20,11,1,6,1,Business Finance
195,360,24,12,2.5,Business Finance
20,1189,13,41,4,Business Finance
0,9995,96,10,2,Business Finance
200,100,24,33,4,Business Finance
0,3426,27,14,1,Business Finance
50,592,109,24,5.5,Business Finance
95,1222,14,61,6,Business Finance
50,1532,7,24,6,Business Finance
0,5768,109,12,1.5,Business Finance
200,343,84,37,5.5,Business Finance
60,540,44,6,1,Business Finance
50,2031,15,29,14.5,Business Finance
30,7,1,29,2,Business Finance
200,4,1,16,1.5,Business Finance
20,21,2,12,2,Business Finance
25,29,2,42,3,Business Finance
20,50,1,23,1.5,Business Finance
200,1,0,52,2.5,Business Finance
145,5,0,13,1,Business Finance
30,6,2,19,0.55,Business Finance
45,16,1,16,1.5,Business Finance
40,70,3,15,2,Business Finance
20,110,1,5,1,Business Finance
20,7,3,15,2,Business Finance
145,1186,16,22,1.5,Business Finance
30,632,49,22,2,Business Finance
50,1237,54,35,2.5,Business Finance
200,513,20,20,1,Business Finance
95,4103,19,15,1,Business Finance
45,1489,32,27,3.5,Business Finance
45,547,98,53,7,Business Finance
95,353,27,105,18.5,Business Finance
95,507,19,59,2,Business Finance
200,1079,34,16,2.5,Business Finance
180,3667,4,460,43.5,Business Finance
50,2222,24,11,0.6,Business Finance
100,9,2,101,10,Business Finance
40,225,2,17,2.5,Business Finance
50,13,3,25,5.5,Business Finance
20,373,3,14,1.5,Business Finance
50,306,0,5,0.633333333,Business Finance
50,14,3,22,1.5,Business Finance
20,51,2,10,2,Business Finance
20,13,2,5,1,Business Finance
0,1318,7,27,2,Business Finance
40,347,0,24,4.5,Business Finance
30,274,1,21,3.5,Business Finance
60,9,2,6,0.666666667,Business Finance
200,359,86,50,5.5,Business Finance
0,6024,890,18,1,Business Finance
130,315,49,41,5,Business Finance
35,280,40,54,4,Business Finance
95,401,67,20,1.5,Business Finance
20,701,55,16,1.5,Business Finance
90,57,11,23,2,Business Finance
50,205,20,20,5,Business Finance
35,62,10,19,1,Business Finance
20,114,13,52,4,Business Finance
145,789,68,95,14,Business Finance
40,446,39,70,5,Business Finance
150,17,2,51,6.5,Business Finance
20,16,2,10,1,Business Finance
20,117,15,6,1.5,Business Finance
20,147,4,5,1,Business Finance
20,7,2,18,1,Business Finance
20,247,2,17,1.5,Business Finance
35,143,15,42,3.5,Business Finance
180,621,1,107,14.5,Business Finance
50,6,2,32,1,Business Finance
40,5,2,16,1.5,Business Finance
0,2674,81,8,1,Business Finance
20,227,3,5,1,Business Finance
125,4480,12,50,7,Business Finance
20,1329,12,33,5,Business Finance
0,5144,169,7,1,Business Finance
50,2635,13,29,2,Business Finance
75,1750,71,29,3,Business Finance
95,3360,12,34,3,Business Finance
50,3425,10,50,4,Business Finance
95,2688,61,50,2,Business Finance
80,1095,17,35,3,Business Finance
195,1680,39,17,1,Business Finance
25,2046,14,8,0.633333333,Business Finance
200,1699,40,28,3.5,Business Finance
50,1071,14,50,6,Business Finance
20,1037,3,12,2,Business Finance
95,223,34,16,1.5,Business Finance
40,653,55,20,2.5,Business Finance
50,230,0,22,4.5,Business Finance
20,2281,12,24,5.5,Business Finance
50,4702,17,6,1,Business Finance
25,366,45,41,2.5,Business Finance
25,521,60,27,2.5,Business Finance
30,252,45,30,4,Business Finance
200,1101,14,37,2,Business Finance
50,223,2,29,4,Business Finance
20,135,2,25,7.5,Business Finance
20,23,7,6,0.466666667,Business Finance
40,112,1,14,1.5,Business Finance
0,2122,30,15,2.5,Business Finance
50,152,2,102,10,Business Finance
30,267,9,10,2,Business Finance
50,155,4,11,5,Business Finance
50,87,25,113,24,Business Finance
0,2146,35,8,1,Business Finance
50,154,7,39,9,Business Finance
0,4248,66,6,1,Business Finance
30,517,5,17,14.5,Business Finance
35,2638,140,12,1,Business Finance
25,2914,11,5,0.616666667,Business Finance
20,6050,34,25,1.5,Business Finance
60,16,1,8,1,Business Finance
50,3917,45,7,1,Business Finance
20,1122,13,6,1,Business Finance
20,4158,51,30,2.5,Business Finance
40,1252,2,6,0.533333333,Business Finance
20,5108,9,13,1,Business Finance
45,2981,23,17,1,Business Finance
100,1223,14,29,1,Business Finance
50,7750,58,15,1.5,Business Finance
90,564,9,41,3.5,Business Finance
0,2075,69,11,0.733333333,Business Finance
100,45,4,31,1.5,Business Finance
20,44,5,8,0.516666667,Business Finance
20,308,4,10,1,Business Finance
50,55,5,22,12.5,Business Finance
0,718,13,7,1,Business Finance
40,206,3,7,1.5,Business Finance
20,18,4,13,0.583333333,Business Finance
200,86,6,32,4.5,Business Finance
40,294,5,25,2,Business Finance
30,27,4,10,1.5,Business Finance
195,375,10,26,3.5,Business Finance
95,94,11,25,2,Business Finance
0,2080,83,30,1.5,Business Finance
0,3137,30,69,9,Business Finance
20,155,23,22,1.5,Business Finance
50,1732,11,12,0.683333333,Business Finance
20,3372,12,12,2,Business Finance
20,2185,3,13,2,Business Finance
50,1008,14,42,6,Business Finance
50,256,17,49,5.5,Business Finance
200,1173,22,15,2.5,Business Finance
0,1352,6,20,4,Business Finance
50,49,8,27,3.5,Business Finance
40,124,2,10,2,Business Finance
20,105,9,5,1,Business Finance
20,117,3,71,3.5,Business Finance
0,6533,32,9,2,Business Finance
20,7,3,24,1,Business Finance
20,30,5,19,1.5,Business Finance
95,91,5,28,5,Business Finance
40,28,5,14,1,Business Finance
50,83,10,15,2.5,Business Finance
85,623,7,22,6,Business Finance
0,1625,5,145,8.5,Business Finance
20,0,0,12,0.516666667,Business Finance
25,0,0,10,1,Business Finance
50,0,0,9,2,Business Finance
50,1,0,9,2,Business Finance
20,0,0,10,0.533333333,Business Finance
35,0,0,12,0.733333333,Business Finance
20,0,0,10,2.5,Business Finance
100,0,0,9,1,Business Finance
50,0,0,6,2,Business Finance
75,0,0,9,2.5,Business Finance
20,0,0,20,0.616666667,Business Finance
20,0,0,27,1.5,Business Finance
60,737,41,10,2,Business Finance
200,554,63,44,4,Business Finance
145,807,19,23,6,Business Finance
60,779,56,6,1,Business Finance
20,1777,11,23,1,Business Finance
50,841,14,19,0.616666667,Business Finance
